wl,f198,f207,f464,f465,f441,f442,f423,f420,f413,f406,f397,f395,f394,f393,f384,f367,f366,f354,f347,f342,f334,f328,f330,f305,f240,f212,f252,f274,f299,f284,m32m,m214,m203,m187,m175,m112,m78m,m452,m455,m440,m425,m412,m411,m409,m407,m404,m359,m357,m326,m320,m315,m308,m304,m265,m262,m250,m232,m231,m223,m215
205.93,23.911,35.115,68.409,28.265,41.735,37.395,12.627,27.715,17.563,55.26,29.467,58.27,35.812,41.636,23.884,32.293,45.168,55.764,57.012,31.066,-6.228,4.348,35.463,18.219,16.637,25.174,29.431,7.393,54.977,17.588,40.097,14.565,64.972,29.659,18.709,39.85,7.313,-15.422,58.941,27.322,39.92,47.869,-17.088,-30.029,13.043,11.674,16.822,26.358,70.438,45.239,29.06,26.63,-35.242,-21.606,-47.046,-21.128,78.717,113.119,184.119,119.07
206.14,25.372,26.054,64.578,34.941,41.378,24.887,9.665,30.704,12.071,50.225,24.515,48.339,36.286,40.208,23.486,35.236,44.75,58.536,59.831,34.372,-3.875,2.296,34.541,25.762,19.921,29.837,33.427,5.508,64.305,25.163,53.227,14.003,67.479,31.265,16.587,36.073,6.54,-21.648,56.09,25.456,36.893,42.353,0.522,-22.544,14.004,12.449,13.524,29.335,76.246,47.58,24.868,30.308,-33.529,-26.277,-40.414,-17.489,74.083,104.769,173.098,120.592
206.35,25.487,20.924,68.693,41.123,42.096,28.654,15.389,33.775,6.463,47.552,25.359,38.559,38.121,34.126,26.68,31.775,48.215,56.647,58.142,34.4,-1.265,6.745,30.966,29.693,19.95,27.417,31.766,11.541,65.229,22.853,55.456,18.883,65.894,31.961,17.09,34.932,5.866,-20.575,58.369,24.685,32.69,42.436,12.307,-18.75,10.684,14.85,14.208,25.382,69.398,46.833,24.823,35.3,-38.127,-23.437,-41.538,-6.344,73.153,98.036,167.075,119.822
206.56,24.119,26.085,78.516,36.448,36.789,29.044,15.841,35.847,1.876,52.801,22.967,40.59,40.491,32.651,28.787,27.606,51.392,49.861,58.524,36.191,0.883,4.239,23.792,23.967,23.491,29.11,32.848,18.916,74.01,23.691,57.566,15.923,60.107,32.435,11.938,31.113,4.465,-22.971,61.593,21.746,29.846,42.492,18.232,-24.274,10.982,16.388,8.414,21.618,67.177,42.913,28.66,40.849,-36.155,-17.488,-38.821,-7.805,70.374,100.571,166.87,116.603
206.78,28.293,32.091,74.586,40.587,30.8,17.172,14.505,40.374,5.161,53.761,7.92,32.645,38.071,31.09,27.744,22.986,46.297,50.624,60.747,36.226,4.939,20.518,25.038,25.602,18.763,28.297,36.592,16.588,62.611,26.615,53.034,18.568,56.038,35.531,13.16,37.922,7.823,-18.101,65.667,19.721,29.182,44.809,30.984,-20.014,7.618,12.139,5.067,19.701,64.911,44.164,33.72,39.567,-37.439,-19.503,-35.929,7.139,59.527,95.854,169.074,117.269
206.99,24.741,31.085,71.99,44.38,29.114,22.709,13.775,49.397,3.102,60.952,4.309,37.511,32.683,33.152,33.678,26.719,53.458,46.09,52.91,29.926,10.459,21.366,26.449,23.894,23.234,28.239,41.529,10.084,71.971,27.889,48.387,18.877,63.725,39.436,15.529,39.178,11.09,-24.1,60.365,20.475,32.288,48.473,30.863,-22.668,16.563,11.29,7.225,12.117,67.036,44.264,35.591,44.267,-28.328,-22.171,-30.031,3.429,61.874,91.962,181.268,119.789
207.2,22.598,36.138,69.674,39.015,26.066,21.375,9.217,46.654,0.191,59.23,9.588,35.563,26.013,36.775,35.288,26.989,61.29,43.3,53.471,25.581,7.993,21.62,24.294,28.244,21.869,29.239,41.346,9.608,70.373,26.138,49.418,16.789,63.416,33.627,11.683,42.274,14.372,-27.85,60.163,15.229,33.109,49.289,27.59,-20.468,16.958,15.187,17.68,10.988,68.319,48.798,33.788,50.264,-32.946,-23.614,-30.92,4.292,65.07,87.915,197.753,115.627
207.41,23.082,41.087,65.821,32.506,26.291,22.18,11.319,47.744,0.334,54.431,6.569,35.629,22.136,36.372,31.49,27.553,62.021,42.58,53.444,22.32,6.29,23.225,20.818,26.226,20.723,34.587,41.602,7.393,69.684,18.454,54.478,22.026,64.561,42.264,10.777,43.862,12.342,-37.722,56.032,15.046,30.785,52.618,24.659,-4.244,13.722,18.392,10.993,4.351,56.559,47.065,27.655,52.509,-24.88,-21.419,-23.184,3.166,60.598,89.618,186.341,109.866
207.62,24.376,49.733,64.158,32.925,24.294,15.36,13.498,49.803,5.666,50.785,3.534,36.328,24.301,42.014,28.018,20.261,69.142,39.702,51.378,30.841,6.111,37.311,24.615,27.724,26.269,42.438,39.724,8.859,62.054,14.703,60.049,21.494,64.734,38.961,11.951,44.479,11.776,-39.599,51.752,20.26,26.871,54.382,26.228,-4.765,13.015,18.17,12.724,3.627,49.584,46.788,26.272,51.434,-27.451,-24.507,-17.238,9.944,64.644,89.511,177.469,110.23
207.83,25.522,49.288,64.854,33.912,24.145,23.077,11.413,51.411,9.366,48.965,10.353,34.226,21.846,48.035,23.28,17.399,71.047,36.003,54.825,37.847,11.548,26.009,25.713,26.604,24.017,40.467,39.138,5.125,55.737,13.28,57.195,18.933,61.996,41.212,10.282,54.482,18.293,-44.181,50.608,23.55,28.624,51.387,28.167,-2.063,12.064,19.676,7.458,-3.73,45.704,52.089,23.488,57.451,-26.538,-16.845,-12.685,9.549,64.382,79.973,176.255,112.749
208.04,27.202,48.327,64.87,30.61,27.567,13.694,19.481,55.818,5.708,39.901,17.834,33.044,17.457,48.112,19.676,14.483,76.618,27.644,52.327,41.435,9.715,22.872,19.525,31.307,23.935,44.061,39.804,-0.309,75.906,20.736,55.502,18.508,62.529,43.347,10.893,52.189,23.286,-46.908,51.329,20.857,23.098,48.164,23.577,-29.641,14.393,18.926,6.69,-3.198,43.566,54.277,27.581,58.876,-26.18,-11.14,-14.969,11.116,62.909,76.791,174.185,114.29
208.25,29.704,43.705,61.45,26.552,27.908,14.373,25.465,53.987,7.847,39.081,7.92,32.478,21.729,46.677,23.417,18.265,75.487,25.729,46.9,45.833,12.244,26.544,19.531,32.051,22.375,42.4,41.348,6.329,86.686,21.157,54.839,21.353,62.197,47.731,10.684,51.435,20,-49.53,49.639,16.901,25.094,46.525,21.108,-37.5,6.352,19.576,0.599,-3.36,38.85,51.285,35.615,59.645,-21.344,-14.054,-17.121,9.658,66.747,71.674,183.385,116.953
208.46,32.836,42.87,63.434,27.065,23.68,28.423,17.365,46.759,5.258,29.309,3.678,36.61,22.45,53.355,26.233,24.211,70.814,24.061,45.394,45.065,12.52,15.162,18.292,32.382,16.248,44.363,40.873,3.206,90.052,21.933,47.686,19.19,69.353,44.72,12.153,51.02,22.193,-47.941,50.503,13.437,29.849,49.859,18.678,-25.333,8.86,22.964,3.888,1.831,31.734,52.972,41.732,70.098,-25.423,-9.058,-11.43,16.83,76.593,68.591,183.053,120.29
208.67,31.232,43.482,61.966,31.084,27.238,11.809,19.12,45.215,13.514,36.1,7.215,31.173,18.905,58.796,26.84,30.097,60.914,19.171,45.019,41.767,16.054,13.848,20.9,35.383,17.094,38.214,37.243,8.276,77.593,21.523,51.908,18.805,76.515,43.653,12.084,47.414,25.118,-45.343,53.093,13.245,29.251,47.793,14.521,-21.906,9.16,21.196,-2.28,8.443,38.253,52.699,42.833,64.926,-16.067,-13.498,-13.62,11.281,80.168,64.853,183.205,121.393
208.88,31.584,38.378,61.748,29.92,25.243,8.645,22.545,42.486,10.177,31.521,17.864,27.304,20.36,57.788,30.838,33.778,58.19,16.967,48.414,44.853,9.691,19,15.971,36.808,20.709,32.704,38.929,1.992,82.097,14.192,54.791,25.579,79.519,45.538,7.621,47.94,23.744,-51.712,66.37,11.655,32.03,50.634,13.913,-41.148,8.182,19.267,1.554,9.916,36.163,52.684,37.922,67.004,-12.425,-12.087,-18.916,20.432,80.307,64.48,179.136,116.52
209.09,27.361,41.411,67.928,28.748,30.712,-1.072,21.159,47.044,11.271,30.998,19.725,34.615,25.411,66.13,28.876,35.174,60.721,12.76,41.722,47.316,13.074,16.454,19.32,32.755,23.574,38.688,39.159,-0.686,91.671,7.231,61.014,30.185,74.108,42.962,10.43,43.286,21.593,-47.52,74.36,5.32,31.894,49.667,17.777,-41.968,8.735,15.556,0.258,5.486,34.918,59.305,33.582,58.814,-9.464,-13.886,-15.659,20.859,78.495,63.807,171.76,115.892
209.3,27.38,40.498,64.137,26.538,30.277,-0.248,19.97,44.331,6.543,32.949,13.861,32.093,27.128,64.334,22.85,31.139,54.653,22.762,43,46.98,14.378,19.981,19.882,33.786,19.753,39.392,38.423,4.399,88.032,17.784,61.44,29.315,68.747,43.87,9.06,49.682,16.784,-44.66,71.251,5.523,34.943,47.661,15.188,-67.596,6.566,12.765,-1.193,1.118,36.849,56.504,28.29,55.567,-13.601,-20.366,-11.172,21.09,72.935,67.67,166.972,117.151
209.51,25.203,40.471,58.452,29.194,33.74,-4.511,20.672,43.243,2.319,37.515,17.939,39.04,36,70.151,26.129,37.513,64.422,21.266,40.031,44.628,11.261,21.695,21.991,34.703,20.208,32.157,33.242,5.125,95.917,19.876,64.879,27.361,70.364,46.88,4.428,52.609,21.833,-30.963,73.405,8.365,39.986,44.715,12.812,-69.949,4.255,13.667,2.231,7.098,25.577,52.135,25.751,53.922,-16.211,-17.843,-5.095,20.173,70.521,68.891,153.617,114.177
209.73,22.045,39.691,62.433,27.938,34.384,-1.917,17.68,46.723,1.984,38.109,21.438,42.715,37.35,72.737,26.854,37.314,63.837,29.95,44.519,43.689,9.074,13.205,21.576,34.752,24.509,27.614,32.551,2.216,95.813,14.311,56.739,22.303,63.941,39.958,2.241,52.236,14.983,-24.522,72.661,7.926,46.257,48.698,6.889,-87.872,13.27,10.883,5.293,8.467,31.444,53.858,25.132,45.827,-8.227,-3.683,-4.76,26.294,69.368,67.648,144.889,111.182
209.94,27.083,43.902,65.247,29.786,31.7,-6.142,14.254,45.215,5.604,38.226,23.563,44.857,40.119,71.754,24.615,42.958,62.676,25.716,38.874,34.583,3.089,12.695,25.528,28.727,24.586,34.682,31.909,8.653,100.486,21.878,48.223,21.315,73.03,40.279,5.861,46.625,5.91,-12.329,65.219,8.626,48.613,46.622,6.897,-62.513,12.556,7.337,9.544,1.497,26.018,51.654,30.588,44.728,0.721,0.91,-10.171,25.777,67.325,64.841,137.49,111.475
210.15,27.555,43.909,63.922,33.179,36.686,-1.683,14.958,45.371,-0.612,36.873,25.086,50.593,38.012,69.92,27.119,41.781,61.907,15.589,42.282,39.948,-1.807,21.549,25.217,26.571,22.789,35.569,31.073,11.046,103.638,28.6,50.26,16.776,67.234,41.384,3.615,48.024,11.331,-10.586,59.931,10.762,53.608,45.177,2.774,-45.48,11.748,10.95,3.577,-0.214,25.181,52.635,34.202,53.695,2.371,0,-21.317,26.103,66.965,57.49,139.403,107.475
210.36,24.039,40.407,60.264,39.09,40.713,-0.873,15.121,44.609,-7.54,36.018,26.65,53.381,41.215,65.623,25.742,43.636,58.304,13.813,42.529,40.658,-5.254,28.435,23.782,30.782,23.877,38.787,35.937,15.109,100.147,26.987,54.518,19.994,71.192,42.29,0.798,45.271,16.611,-2.797,56.631,10.776,56.946,43.853,-0.906,-42.779,9.716,11.581,1.352,3.644,18.451,50.985,36.623,59.6,0.319,-0.655,-20.486,30.478,69.432,58.153,132.05,105.504
210.57,16.319,40.008,54.396,32.253,38.377,-9.22,22.325,41.827,-6.935,35.285,25.089,56.329,34.471,62.567,25.278,42.089,66.49,25.575,39.464,41.721,-3.113,25.964,24.038,32.946,22.202,36.165,33.835,19.481,96.293,28.482,54.545,23.204,66.032,43.312,-1.322,44.661,22.638,10.702,53.902,8.212,51.935,45.835,-2.773,-34.425,9.996,15.683,7.351,5.929,14.935,46.626,40.473,60.638,-1.769,4.827,-27.028,28.113,71.303,64.903,138.311,104.441
210.78,20.224,43.905,58.54,31.046,40.392,-8.879,21.964,40.82,-7.301,37.418,27.951,56.601,38.214,67.756,23.15,44.51,72.295,17.345,38.888,40.512,-1.471,20.975,26.19,32.023,25.644,41.304,32.388,18.342,86.541,27.806,50.469,19.879,62.5,43.389,-2.43,43.096,18.966,13.354,57.98,11.881,46.776,42.718,-5.425,-31.887,8.404,16.66,3.281,6.276,17.159,46.288,45.949,52.722,1.667,6.701,-30.803,26.678,67.986,61.617,144.362,104.611
210.99,19.157,42.863,61.833,25.764,39.438,-20.916,25.469,42.625,2.846,40.088,24.154,50.708,36.717,71.615,26.219,47.736,73.993,20.731,40.749,31.432,0.161,22.266,29.092,34.208,22.929,40.016,31.559,19.61,86.307,29.849,54.84,22.937,59.789,49.475,-5.526,41.402,23.694,12.27,57.683,8.702,46.497,43.356,-0.466,-28.762,9.686,18.182,3.839,6.026,16.009,49.241,50.205,56.808,7.052,5.517,-29.034,25.428,65.385,65.892,139.942,100.052
211.2,18.11,42.673,61.8,22.482,39.556,-18.987,28.372,44.452,-4.878,40.45,24.982,49.062,35.37,80.358,30.378,45.398,71.592,34.597,36.749,25.655,-5.231,23.39,24.563,31.043,20.492,35.409,36.869,17.094,87.533,36.46,47.19,27.887,54.682,52.297,-7.677,41.442,26.709,10.009,55.661,11.42,39.556,36.806,-5.373,-21.044,7.683,19.454,1.16,-1.383,14.53,45.077,56.281,47.918,12.542,4.762,-33.598,19.657,65.857,57.365,135.977,103.625
211.41,16.208,35.834,55.827,23.415,40.788,-19.652,31.988,45.272,-7.065,43.135,24.559,50.355,30.935,90.073,31.271,36.115,70.115,42.9,34.223,25.253,-6.776,24.485,25.63,38.039,19.216,33.106,37.482,7.327,89.979,39.529,45.447,23.487,44.982,47.904,-7.256,44.736,22.913,12.374,55.15,14.449,35.574,36.199,-3.179,-33.603,10.074,21.813,-7.32,3.158,21.594,41.017,60.431,54.473,18.455,0.857,-23.323,23.913,61.58,56.098,144.165,107.902
211.62,19.637,34.634,55.78,31.913,38.476,-20.063,32.929,46.747,-9.119,47.49,23.007,52.86,33.932,83.383,29.653,33.757,68.009,36.304,32.225,29.123,-5.554,27.423,24.915,44.615,20.523,34.694,36.131,4.051,91.193,40.474,42.174,22.517,40.417,51.352,-0.196,49.599,29.431,14.759,59.518,15.353,38.549,45.01,5.35,-41.404,15.157,19.029,-1.075,8.05,23.95,43.247,58.005,50,20.633,4.881,-15.741,25.202,59.558,54.387,141.418,113.65
211.83,19.651,29.63,55.389,24.562,32.869,-17.414,29.795,47.008,-10,43.854,25.617,46.776,32.638,78.712,33.513,30.705,63.273,27.887,33.7,34.851,-8.743,21.985,25.213,42.058,13.496,35.85,37.252,-4.067,85.407,46.312,42.669,22.403,32.996,47.877,1.21,46.459,23.417,18.776,62.886,20.966,35.776,46.533,12.974,-27.199,12.721,19.474,2.578,9.737,19.082,44.719,59.451,39.896,21.265,-3.818,-10.731,27.178,53.495,59.949,151.055,118.653
212.04,19.398,34.573,55.346,25.292,30.873,-12.23,26.786,44.087,-10.971,47.214,22.94,42.352,33.019,85.124,28.677,32.46,60.321,32.539,31.334,39.155,-2.635,26.159,23.599,41.255,6.866,37.595,37.595,-1.255,87.237,50.664,45.655,17.89,38.921,43.469,-5.649,48.411,19.231,18.296,64.836,24.635,30.726,51.265,10.276,-15.491,10.091,18.494,1.611,9.85,16.098,46.965,55.044,44.963,20.054,-11.56,-6.697,31.617,53.074,59.808,160,117.042
212.25,17.625,27.834,57.547,24.57,31.316,-15.548,36.433,40.238,-2.878,38.831,23.646,43.292,36.849,83.953,24.173,32.413,60.072,24.109,27.375,51.858,-4.037,27.516,20.486,38.33,9.609,38.763,39.529,-4.845,79.396,49.899,49.906,22.711,41.596,42.877,-1.416,44.249,13.095,10.162,61.654,23.461,26.935,55.16,15.696,-6.743,14.384,26.4,-0.35,8.402,13.176,44.352,55.323,44.221,21.465,-10.399,1.946,32.586,53.35,60.746,144.482,118.843
212.46,22.933,28.976,57.007,23.138,32.819,-8.676,30.099,37.391,1.722,36.415,18.072,42.942,40.727,76.065,25.236,34.226,60.171,31.949,26.658,48.145,-4.738,29.85,20.451,42.254,8.148,36.609,45.012,1.735,71.922,51.094,59.398,24.142,36.9,41.046,-2.015,40.837,5.313,13.625,64.049,21.45,27.957,54.199,14.266,-11.298,26.11,22.7,7.066,9.58,14.426,39.536,51.353,40.983,19.093,-6.485,5.308,37.367,46.761,62.681,155.568,125.323
212.67,24.285,21.719,52.487,26.032,29.412,-6.977,23.476,32.68,0.767,31.856,20.33,40.933,36.209,74.257,28.421,34.973,51.344,33.25,26.267,45.388,-3.852,32.274,16.18,43.839,10.793,36.176,47.208,-0.154,75.682,47.549,49.943,25.016,36.782,41.027,-3.018,43.491,1.936,16.462,60.891,26.932,28.068,55.573,15.248,-5.692,30.332,17.149,15.232,15.285,21.186,40.637,53.592,37.751,15.789,-7.491,6.65,38.059,47.786,59.927,144.381,125.419
212.88,26.569,16.071,50.291,24.983,29.381,1.601,24.043,34.48,3.032,32.649,20.998,36.584,39.089,81.874,29.529,28.07,48.214,33.6,25.829,41.927,-8.749,37.482,20.39,40.546,11.17,41.624,46.056,1.005,66.84,42.174,53.941,21.639,36.912,43.548,-8.024,35.574,4.539,8.275,60.641,24.266,20.802,49.605,15.737,-17.256,29.03,20.82,16.085,12.929,13.091,38.986,51.034,33.646,11.572,-3.306,5.117,41.961,50.33,63.94,136.361,115.46
213.09,23.353,14.198,48.958,28.378,23.361,-0.942,22.671,34.457,2.647,28.782,16.176,43.529,40.93,78.103,26.279,29.8,46.79,37.891,23.405,45.761,-4.245,38.516,21.83,41.951,8.697,44.547,38.957,2.01,57.659,43.027,47.954,26.5,43.045,38.626,-6.255,36.212,6.042,16.779,59.967,21.396,17.994,44.653,15.905,-6.264,30.491,27.798,11.526,6.975,11.659,39.045,49.638,27.786,9.846,-11.003,5.107,42.118,51.212,69.193,135.081,118.543
213.31,21.783,22.428,48.072,27.174,26.739,-2.298,15.175,31.473,4.878,23.918,12.704,45.311,45.468,77.23,28.129,24.352,44.794,41.45,23.054,33.79,0.125,38.251,21.588,49.148,10.693,47.24,42.622,6.436,58.045,45.884,51.494,23.541,46.513,44.071,-18.102,35.226,3.143,25.234,59.375,24.166,20.681,45.134,16.927,6.925,31.14,23.798,7.759,6.267,7.678,42.846,52.172,30.919,6.242,-14.566,4.088,43.333,57.293,71.23,128.388,120.429
213.52,24.72,23.862,48.702,20.123,33.748,-5.076,16.796,38.059,0.777,27.413,17.948,43.784,37.705,75.701,26.839,31.187,34.457,43.541,24.716,32.572,3.527,37.942,29.121,46.395,10.425,44.352,43.562,8.172,56.876,45.256,48.698,25.262,42.097,43.081,-22.621,40.166,6.513,16.278,57.786,26.864,15.367,39.414,21.609,6.499,33.472,18.944,11.673,9.602,7.117,46.46,58.213,29.63,5.536,-17.337,0.19,40.406,54.766,74.88,126.183,120.645
213.73,30.1,24.696,45.135,20.199,30.11,1.279,13.107,39.777,-10.608,25.895,15.656,42.693,35.836,69.552,27.778,29.229,35.666,47.365,21.864,34.489,1.1,37.972,27.72,48.149,13.005,38.913,37.023,4.192,54.35,44.169,46.436,23.633,38.387,44.533,-22.911,32.093,11.598,12.709,60.881,29.23,12.288,37.732,28.499,5.036,37.096,25.514,2.662,13.782,6.635,44.454,62.16,23.869,5.091,-10.332,-2.298,41.547,54.606,73.458,127.04,119.506
213.94,29.253,23.276,44.342,17.6,30.435,4.487,17.466,39.231,-21.331,29.389,18.524,40.817,43.869,66.838,22.785,31.195,35.709,50.312,24.368,37.828,-0.871,40.206,31.101,45.54,13.309,42.326,30.61,3.959,52.169,53.198,46.551,24.837,41.987,44.922,-35.372,33.904,10.51,18.16,60.158,31.819,10.646,42.915,34.074,6.769,38.409,28.585,0.203,17.844,11.215,41.964,65.018,9.381,2.407,-5.627,6.608,42.578,54.858,69.044,128.753,120.319
214.15,26.623,20.734,41.111,24.503,28.477,-3.908,18.056,38.901,-0.661,29.599,20.256,37.279,39.204,60.229,23.124,30.499,29.397,50.862,25.272,34.235,-2.203,45.905,34.244,44.792,12.512,43.823,34.29,-1.795,42.874,55.763,41.612,22.001,27.362,45.452,-27.473,38.626,7.513,22.828,56.032,31.541,7.901,43.981,46.376,13.564,42.408,26.812,4.879,16.012,13.205,45.103,65.923,15.744,4.563,-2.326,13.703,43.955,54.998,70.89,133.702,114.099
214.36,33.356,17.328,45.226,26.99,29.782,2.65,14.43,37.449,-8.869,32.526,21.454,35.805,46.657,65.134,18.791,33.406,25.86,54.615,23.104,35.089,-3.525,49.817,32.284,40.76,14.803,40.018,32.424,4.538,47.285,45.175,42.857,26.274,19.389,44.551,-25.087,38.692,2.046,27.573,59.828,30.083,8.877,43.005,51.812,11.444,44.692,27.299,0.411,10.156,13.444,42.762,62.477,16.859,7.723,-0.548,21.031,42.562,50.554,67.718,131.831,107.586
214.57,35.963,12.857,42.839,30.869,26.485,2.353,16.43,40.323,-11.516,31.494,18.741,31.67,44.802,64.698,15.448,28.665,23.061,48.497,23.42,38.299,0.482,47.263,32.587,34.625,14.48,37.726,32.79,3.653,49.03,44.737,40.921,23.433,22.751,43.614,-23.44,28.126,-1.285,33.305,64.206,34.12,14.316,40.779,49.734,11.644,51.984,17.487,10.297,10.127,6.794,39.217,66.338,9.521,11.093,0.34,18.642,47.482,44.164,74.565,130.726,110.292
214.78,37.919,20.112,38.155,21.028,24.976,2.759,24.396,37.344,-22.173,27.958,20.231,36.687,43.909,64.57,14.58,25.911,21.862,37.941,17.679,38.548,2.336,43.914,30.97,28.2,13.224,35.929,29.82,4.301,55.656,39.566,33.901,30.337,16.907,41.554,-16.652,24.131,-1.87,37.463,61.028,32.859,16.768,42.953,41.321,16.188,49.705,16.415,8.987,9.475,7.058,39.413,64.144,9.033,14.405,-5.725,25.994,48.442,38.72,80.277,134.076,109.009
214.99,40.296,25.527,42.762,16.821,24.51,3.712,13.125,39.124,-18.017,32.715,19.634,36.677,43.823,66.779,15.032,23.598,25.935,33.281,17.517,38.9,5.057,46.484,35.426,30.126,16.619,39.701,32.44,3.609,58.266,31.851,35.781,26.397,13.675,39.45,-6.774,22.094,0.353,35.41,64.062,34.518,21.708,36.364,32.966,17.26,54.012,14.515,11.691,12.171,5.605,40.012,68.161,2.921,12.995,-11.47,28.588,47.276,37.886,82.952,134.952,107.944
215.2,40.875,23.884,37.689,21.557,25.948,-3.754,6.828,38.452,-15.197,28.439,18.548,34.102,44.772,65.744,15.087,24.908,22.033,30.885,16.141,40.334,7.942,44.256,35.491,30.099,17.235,37.672,29.58,1.315,51.101,30.851,28.741,27.138,15.569,36.739,4.907,21.284,-4.609,32.569,63.266,30.253,21.889,39.543,30.425,12.962,54.435,16.031,19.972,16.604,4.864,42.43,68.118,5.4,9.915,-11.5,32.314,42.811,36.375,80.659,137.355,109.672
215.41,37.736,19.012,31.592,18.147,31.895,-2.17,11.712,33.673,-24.706,27.029,26.76,34.354,45.978,65.9,13.18,20.439,24.368,24.676,13.475,42.31,8.457,40.881,36.002,27.772,18.677,33.489,25.544,-1.753,61.389,29.305,31.782,25.378,32.688,38.753,-7.254,13.194,-5.784,34.605,62.663,30.639,22.951,41.163,16.676,16.037,53.225,19.6,22.322,16.938,9.848,41.649,63.322,8.804,8.13,-2.987,32.768,42.162,35.21,86.73,137.56,111.206
215.62,30.742,22.919,31.417,19.122,29.044,-14.992,12.356,33.237,-15.652,20.35,29.148,35.31,42.739,62.884,7.829,15.586,21.68,31.94,12.081,41.596,9.637,42.562,37.678,26.175,14.702,26.718,28.516,2.13,58.871,29.81,33.481,27.476,25.051,32.699,-6.27,13.072,-0.307,40.526,69.017,28.269,23.324,37.117,18.736,14.1,49.673,18.791,15.558,21.136,9.308,45.406,63.359,-0.857,8.358,0.199,33.887,42.301,37.048,81.606,134.428,107.751
215.83,26.387,20.762,34.613,18.789,37.476,-14.428,12.451,33.507,-3.059,27.352,25.506,35.904,46.425,63.05,3.257,17.709,19.933,23.091,9.332,38.474,11.984,41.846,35.272,23.458,18.451,28.641,28.517,4.941,57.929,27.265,33.194,29.021,22.76,31.974,-12.113,12.529,-5.133,38.365,67.949,28.481,20.829,27.072,22.559,14.889,45.384,19.943,6.731,17.231,5.113,43.162,62.414,-15.222,8.191,9.582,38.056,44.798,38.213,85.499,129.883,109.966
216.04,23.737,18.126,32.692,27.128,40.28,-5.898,12.256,32.766,0.321,23.685,28.766,37.036,45.856,60.733,3.284,13.064,21.431,27.505,10.742,36.378,15.69,42.867,36.717,19.985,19.445,26.155,26.521,7.624,58.109,35.171,30.819,26.349,24.753,20.68,-10.584,21.176,-4.382,42.312,67.508,30.158,22.291,22.778,26.279,15.425,49.703,22.149,17.544,17.373,3.477,40.082,70.175,-15.417,4.57,12.578,33.991,43.805,39.867,81.037,134.405,112.067
216.25,23.698,14.985,26.783,25.954,45.473,-14.508,5.938,34.698,-2.028,23.687,29.015,34.785,40.525,53.652,9.325,13.898,20.574,34.969,10.038,34.287,17.274,40.265,37.781,17.642,15.366,21.171,27.392,6.642,65.841,33.631,31.487,24.601,35.865,21.271,-1.879,20.572,-6.204,40.441,69.832,27.558,25.462,17.73,23.592,12.35,48.411,23.641,17.27,15.377,0.921,38.955,69.588,-18.801,7.176,16.772,35.257,41.653,35.135,83.479,137.408,114.578
216.46,21.99,11.884,23.914,30.564,47.983,-5.416,7.61,39.728,2.938,25.424,28.738,36.914,41.356,49.127,18.805,23.728,17.873,37.753,6.178,33.1,15.783,44.292,35.569,20.99,14.307,20.979,23.849,4.09,63.598,38.898,28.358,30.76,38.114,18.43,-2.651,16.094,-8.877,39.993,64.776,25.804,21.648,20.319,30.095,11.002,50.883,21.18,15.136,16.161,5.228,36.762,72.137,-12.149,7.265,17.716,36.136,46.392,37.598,85.291,139.622,113.327
216.67,17.245,13.669,26.168,32.175,46.434,1.256,-7.421,39.937,4.736,33.82,22.849,37.814,46.587,41.317,14.706,33.724,16.866,46.231,8.71,31.389,15.074,49.492,38.237,18.065,8.663,16.798,19.175,10.455,52.389,32.374,21.492,31.618,40.316,18.235,-2.522,17.595,-8.537,44.311,61.928,26.779,23.816,22.8,34.289,18.804,51.444,21.364,16.442,21.239,2.633,35.941,76.898,-13.053,6.834,7.853,33.333,49.423,38.131,81.22,140.191,112.599
216.88,11.196,14.845,26.796,28,41.918,-6.399,-9.155,43.413,8.818,32.226,26.274,37.467,46.599,43.029,14.16,33.175,18.675,36.685,9.924,26.996,14.838,45.511,37.347,17.946,14.078,14.975,15.333,8.082,47.516,36.062,22.291,29.55,42.449,20.077,7.565,15.556,-8.134,47.01,61.091,32.945,18.398,32.48,35.376,21.627,46.269,19.059,18.072,21.688,-1.123,38.156,72.933,-14.286,7.164,17.151,33.776,51.325,28.948,86.944,136.207,106.841
217.09,12.569,18.336,25.992,29.375,50.96,-8.865,-4.362,49.139,19.662,34.346,26.136,35.763,49.498,44.319,12.728,28.738,14.069,28.258,12.269,22.473,15.276,52.953,37.577,23.168,19.816,16.922,11.775,14.872,44.86,39.111,21.589,35.542,38.963,22.831,3.126,18.987,-7.59,50.074,56.54,34.356,16.128,36.268,34.994,21.809,43.801,13.573,14.551,19.488,-2.761,38.031,68.153,-23.12,8.204,4.594,33.209,48.896,23.761,84.73,134.963,106.012
217.3,18.609,17.879,26.286,30.764,48.427,-0.881,-2.6,55.048,10.629,26.84,24.33,35.179,53.996,40.713,12,28.231,13.926,22.285,12.369,28.098,12.138,56.491,33.586,25.792,23.419,23.362,10.831,8.797,29.976,41.874,24.784,35.664,40.896,23.029,0.775,21.883,-6.598,52.341,55.187,36.022,13.677,36.787,33.852,26.767,50.465,16.542,13.921,20.519,-10.54,41.235,65.012,-17.269,0.768,-2.419,31.789,51.24,21.633,88.057,136.598,108.703
